제목,카테고리1,카테고리2,카테고리3,지역명,시군구명
고려조삼계탕,음식,음식점,한식,광주,광산구
이트리,음식,음식점,서양식,서울,강남구
장군 알요리전문점,음식,음식점,한식,광주,서구
함평한우촌,음식,음식점,한식,광주,광산구
명지원,음식,음식점,한식,전라남도,담양군
미성복어불고기 (들안길본점),음식,음식점,한식,대구,수성구
복건성,음식,음식점,중식,광주,북구
정통아구찜,음식,음식점,한식,광주,광산구
아이모나디아(목동점),음식,음식점,서양식,서울,양천구
산마루터,음식,음식점,한식,전라남도,해남군
자미원,음식,음식점,한식,광주,북구
봉피양(강남본점),음식,음식점,한식,서울,서초구
미우미우,음식,음식점,한식,서울,송파구
달맞이흑두부,음식,음식점,한식,광주,광산구
명지원,음식,음식점,한식,광주,서구
궁원 (비원),음식,음식점,한식,경상북도,구미시
동해해물탕,음식,음식점,한식,대구,북구
갈비둥지(용계점),음식,음식점,한식,대구,동구
맨해튼그릴,음식,음식점,서양식,서울,강남구
양대화(죽전본점),음식,음식점,한식,경기도,용인시
커피메이,음식,음식점,카페/전통찻집,경상북도,구미시
서원,음식,음식점,한식,경상북도,구미시
싱글벙글복어(진평점),음식,음식점,한식,경상북도,구미시
미소뜨레,음식,음식점,한식,경상북도,구미시
담소정,음식,음식점,한식,전라남도,담양군
청산(아오야마),음식,음식점,일식,서울,강남구
사미헌,음식,음식점,한식,부산,부산진구
산노을,음식,음식점,한식,경상북도,구미시
백록담,음식,음식점,한식,경상북도,구미시
연사랑,음식,음식점,한식,대구,달서구
연길양꼬치,음식,음식점,중식,서울,구로구
밍주,음식,음식점,중식,부산,해운대구
마오(양재점),음식,음식점,중식,서울,서초구
더덕고을,음식,음식점,한식,대구,동구
천객가(신사점),음식,음식점,중식,서울,서초구
불고기브라더스(강남점),음식,음식점,한식,서울,강남구
만포면옥(은평점),음식,음식점,한식,서울,은평구
삼다도,음식,음식점,한식,경기도,남양주시
미차이(공릉점),음식,음식점,중식,서울,노원구
대륙회초밥,음식,음식점,일식,대구,수성구
고기창고(신촌본점),음식,음식점,한식,서울,서대문구
대전 천객가,음식,음식점,중식,대전,서구
덕인관(신관),음식,음식점,한식,전라남도,담양군
마고,음식,음식점,서양식,경상북도,구미시
라마앤바바나,음식,음식점,아시아식,대구,중구
금양정,음식,음식점,한식,전라북도,전주시
예원,음식,음식점,중식,대구,북구
촉향원,음식,음식점,중식,대구,달서구
클라우드32,음식,음식점,서양식,부산,해운대구
십장생 2호점 오리전문점 ,음식,음식점,한식,전라북도,전주시
노랑토랑,음식,음식점,중식,전라북도,전주시
이대감,음식,음식점,한식,부산,중구
루이,음식,음식점,중식,서울,중구
한스앤빈,음식,음식점,카페/전통찻집,광주,동구
석마루,음식,음식점,한식,광주,광산구
안지곱창,음식,음식점,한식,대구,남구
한옥집,음식,음식점,한식,대구,중구
베스코,음식,음식점,카페/전통찻집,경기도,고양시
빠네 파스타,음식,음식점,서양식,서울,중구
낮엔밥상 저녁엔술상,음식,음식점,한식,광주,광산구
이로도리,음식,음식점,일식,서울,강남구
안전횟집,음식,음식점,한식,경상남도,거제시
정자골,음식,음식점,한식,광주,남구
갤러리 수니,음식,음식점,카페/전통찻집,광주,동구
민속촌(신가점),음식,음식점,한식,광주,광산구
미담,음식,음식점,한식,대구,달서구
이수사,음식,음식점,일식,서울,강남구
서해쭈꾸미 (광진점),음식,음식점,한식,서울,광진구
서해쭈꾸미 (건대역점),음식,음식점,한식,서울,광진구
서해쭈꾸미 (시립대점),음식,음식점,한식,서울,동대문구
회국수할매집,음식,음식점,한식,부산,부산진구
다래냉면,음식,음식점,한식,서울,서대문구
세미한정식,음식,음식점,한식,서울,관악구
신강(서초점),음식,음식점,중식,서울,서초구
신강(신촌점),음식,음식점,중식,서울,서대문구
생기원,음식,음식점,한식,서울,종로구
앞동산가든,음식,음식점,한식,울산,울주군
지유명차(종로본점),음식,음식점,카페/전통찻집,서울,종로구
한채당,음식,음식점,한식,경기도,하남시
커피지인,음식,음식점,카페/전통찻집,서울,강남구
수빈,음식,음식점,한식,서울,서대문구
너나들이찻집,음식,음식점,카페/전통찻집,광주,남구
고구려민속촌,음식,음식점,한식,전라남도,화순군
세레나데,음식,음식점,서양식,전라남도,담양군
갑을원,음식,음식점,한식,전라남도,담양군
백년옥,음식,음식점,한식,광주,북구
화수분명가,음식,음식점,한식,광주,북구
초계탕,음식,음식점,한식,경기도,파주시
다래정식,음식,음식점,한식,울산,울주군
혜원한정식,음식,음식점,한식,울산,울주군
암사민물장어,음식,음식점,한식,서울,강동구
윤가네토종순대국 (송탄점),음식,음식점,한식,경기도,평택시
파타야(이태원점),음식,음식점,아시아식,서울,용산구
백상회관,음식,음식점,한식,전라남도,고흥군
슬로우가든,음식,음식점,서양식,서울,광진구
산머루산장,음식,음식점,한식,울산,울주군
참솔한우숯불센타,음식,음식점,한식,울산,울주군
신선설농탕(도곡점),음식,음식점,한식,서울,강남구
신선설농탕(청담점),음식,음식점,한식,서울,강남구
신선설농탕(서초점),음식,음식점,한식,서울,서초구
신선설농탕(신촌점),음식,음식점,한식,서울,서대문구
신선설농탕(종로점),음식,음식점,한식,서울,종로구
신선설농탕(명동점),음식,음식점,한식,서울,중구
신선설농탕(노원점),음식,음식점,한식,서울,노원구
신선설농탕(목동점),음식,음식점,한식,서울,양천구
신선설농탕(목동파리공원점),음식,음식점,한식,서울,양천구
신선설농탕(영등포점),음식,음식점,한식,서울,영등포구
신선설농탕(자양점),음식,음식점,한식,서울,광진구
신선설농탕(가락점),음식,음식점,한식,서울,송파구
신선설농탕(길동점),음식,음식점,한식,서울,강동구
신선설농탕(부평점),음식,음식점,한식,인천,부평구
신선설농탕(대학로점),음식,음식점,한식,서울,종로구
플로라(삼청점),음식,음식점,서양식,서울,종로구
홍보각(그랜드 앰배서더 서울),음식,음식점,중식,서울,중구
운암매운탕,음식,음식점,한식,전라북도,김제시
은빛가든,음식,음식점,한식,전라북도,김제시
텃밭,음식,음식점,한식,전라북도,김제시
서동한우 (구.목우촌),음식,음식점,한식,충청남도,부여군
단풍나무집(삼청점),음식,음식점,한식,서울,종로구
파타야(서울대점),음식,음식점,아시아식,서울,관악구
석산복어해물,음식,음식점,한식,대구,동구
감싸롱(신촌점),음식,음식점,카페/전통찻집,서울,서대문구
바다조개굽는집,음식,음식점,한식,경상북도,구미시
좋은쌀로밥짓고,음식,음식점,한식,부산,중구
미송(미송초밥),음식,음식점,일식,부산,중구
초원복국 (대교점),음식,음식점,한식,부산,영도구
홍복반점,음식,음식점,중식,부산,영도구
도산농원,음식,음식점,한식,부산,영도구
개미집,음식,음식점,한식,부산,중구
사해방,음식,음식점,중식,부산,중구
한양족발,음식,음식점,한식,부산,중구
개화,음식,음식점,중식,부산,중구
고향집칼국수,음식,음식점,한식,부산,남구
초원복국(대연본점),음식,음식점,한식,부산,남구
김유순대구뽈찜전문집 (구.충무식당),음식,음식점,한식,부산,남구
백두한정식,음식,음식점,한식,부산,남구
진주돼지국밥,음식,음식점,한식,부산,수영구
가야할매밀면,음식,음식점,한식,부산,연제구
감나무집,음식,음식점,한식,부산,금정구
경주박가국밥 (토곡점),음식,음식점,한식,부산,연제구
고미,음식,음식점,한식,부산,부산진구
고스락,음식,음식점,한식,부산,기장군
고향맛,음식,음식점,한식,부산,부산진구
구영순민물장어구이,음식,음식점,한식,부산,부산진구
구름고개농원,음식,음식점,카페/전통찻집,부산,남구
급행장,음식,음식점,한식,부산,부산진구
기장방우횟집,음식,음식점,한식,부산,금정구
꺼먹동네횟집,음식,음식점,한식,부산,기장군
꾸냥만두,음식,음식점,중식,부산,서구
나나이모,음식,음식점,서양식,부산,해운대구
남항횟집,음식,음식점,한식,부산,기장군
녹산횟집,음식,음식점,한식,부산,동래구
다원정,음식,음식점,한식,부산,부산진구
담은정,음식,음식점,한식,부산,남구
대판(오사카),음식,음식점,일식,부산,부산진구
덕천고가,음식,음식점,한식,부산,북구
마산갈비,음식,음식점,한식,부산,동래구
마산아구찜,음식,음식점,한식,부산,서구
명수정,음식,음식점,한식,부산,금정구
복성식육식당,음식,음식점,한식,부산,금정구
본가낙지볶음,음식,음식점,한식,부산,부산진구
소문난손칼국수,음식,음식점,한식,부산,중구
쏘렌토(롯데부산점),음식,음식점,서양식,부산,부산진구
안양해물탕,음식,음식점,한식,부산,동래구
예향,음식,음식점,중식,부산,금정구
오륙도낙지,음식,음식점,한식,부산,금정구
옛날오막집,음식,음식점,한식,부산,서구
오사카,음식,음식점,일식,부산,사하구
외식1번가,음식,음식점,한식,부산,해운대구
용궁해물야채쟁반자장면,음식,음식점,중식,부산,기장군
원조범일동 매떡,음식,음식점,한식,부산,부산진구
원조조방낙지,음식,음식점,한식,부산,동래구
원옥칼국수,음식,음식점,한식,부산,금정구
윤희횟집,음식,음식점,한식,부산,수영구
을숙도횟집,음식,음식점,한식,부산,사하구
일광대복집,음식,음식점,한식,부산,기장군
일송면옥,음식,음식점,한식,부산,금정구
일신숯불갈비,음식,음식점,한식,부산,중구
숯불갈비 임진각,음식,음식점,한식,부산,부산진구
장성향,음식,음식점,중식,부산,동구
장춘방,음식,음식점,중식,부산,동구
전주식당,음식,음식점,한식,부산,영도구
정림한정식,음식,음식점,한식,부산,동래구
정영례 남원추어탕,음식,음식점,한식,부산,해운대구
조방낙지볶음,음식,음식점,한식,부산,부산진구
합천돼지국밥,음식,음식점,한식,부산,남구
중앙모밀,음식,음식점,한식,부산,중구
진미정,음식,음식점,한식,부산,수영구
흙시루,음식,음식점,한식,부산,기장군
대만만두,음식,음식점,중식,부산,해운대구
바다가고향,음식,음식점,한식,부산,해운대구
상국이네,음식,음식점,한식,부산,해운대구
지평선 바지락죽,음식,음식점,한식,전라북도,김제시
